Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
334;Mike Penders;BEL;GK;Genk;Belgium Pro;19;2005;11;11;989;11.0;0;0;0;0;0;0;2;1;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;351;435;80.7;9019;6765;74;74;100.0;176;178;98.9;98;180;54.4;0;0.0;0.0;0.0;0;2;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;1;0;1;0;1;4;0;457;392;456;1;0;0;457;0;0;;0;;371;1591;772;0;0;0;0;1;306;0;2;1;1;1;1;0;0;0;1;0;1;0;17;4;0;100.0
338;Arthur Piedfort;BEL;MF;Westerlo;Belgium Pro;19;2005;20;18;1,39;15.4;0;1;1;0;0;0;3;0;0.9;0.9;1.3;2.2;22;43;48;0.00;0.06;0.06;0.00;0.06;0.06;0.08;0.14;0.06;0.14;12;4;33.3;0.78;0.26;0.00;0.00;19.3;0;0;0;0.9;0.9;0.08;-0.9;-0.9;281;376;74.7;4358;1233;137;171;80.1;109;138;79.0;16;27;59.3;1;1.3;0.7;-0.3;21;32;3;0;43;44;2.85;35;0;1;3;3;2;3;0.19;3;0;0;0;0;0;37;19;8;20;9;13;24;54.2;11;15;3;12;13;50;20;0;542;26;108;267;173;27;542;20;10;50.0;6;30.0;325;2169;983;22;19;4;33;14;294;48;3;0;0;10;18;0;6;13;19;0;0;0;56;16;15;51.6
353;Semm Renders;BEL;DF;Antwerp;Belgium Pro;16;2007;13;6;556;6.2;0;1;1;0;0;0;1;0;0.0;0.0;0.2;0.2;8;15;30;0.00;0.16;0.16;0.00;0.16;0.00;0.04;0.04;0.00;0.04;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;248;313;79.2;4143;1492;119;141;84.4;99;121;81.8;22;37;59.5;1;0.2;0.1;+0.8;3;9;4;0;15;5;0.81;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;10;6;5;5;0;3;5;60.0;2;7;2;5;6;16;23;0;382;20;122;188;74;4;382;2;1;50.0;1;50.0;240;1216;507;8;8;3;16;5;224;30;1;0;0;5;3;0;10;6;6;0;0;0;25;5;6;45.5
366;Kyriani Sabbe;BEL;DF;Club Brugge;Belgium Pro;19;2005;17;7;685;7.6;0;1;1;0;0;0;0;0;0.3;0.3;0.8;1.1;21;44;40;0.00;0.13;0.13;0.00;0.13;0.04;0.11;0.14;0.04;0.14;5;0;0.0;0.66;0.00;0.00;;21.2;0;0;0;0.3;0.3;0.05;-0.3;-0.3;420;516;81.4;7756;2347;161;188;85.6;198;229;86.5;50;76;65.8;1;0.8;0.7;+0.2;8;42;11;6;44;21;2.76;17;2;0;1;0;1;4;0.53;3;0;0;0;0;1;25;16;14;5;6;18;27;66.7;9;13;3;10;9;34;17;0;614;18;140;311;170;12;614;19;8;42.1;10;52.6;422;2403;1060;21;12;5;14;4;406;40;0;0;0;4;5;1;25;9;16;0;0;0;22;2;12;14.3
368;Noah Sadiki;COD;MF;Union SG;Belgium Pro;19;2004;29;27;2,424;26.9;1;2;3;1;0;0;4;0;1.8;1.8;4.3;6.2;47;142;124;0.04;0.07;0.11;0.04;0.11;0.07;0.16;0.23;0.07;0.23;20;6;30.0;0.74;0.22;0.05;0.17;17.0;0;0;0;1.8;1.8;0.09;-0.8;-0.8;980;1140;86.0;15825;4308;472;536;88.1;401;445;90.1;63;87;72.4;2;4.3;2.8;-2.3;37;94;24;1;142;73;2.71;62;0;3;2;6;0;5;0.19;3;0;0;0;2;0;48;26;19;20;9;18;37;48.6;19;36;6;30;29;77;36;0;1426;39;253;787;405;53;1426;48;15;31.3;29;60.4;1019;6129;2536;47;60;11;32;37;974;124;4;0;0;28;33;0;18;29;26;1;0;0;136;8;16;33.3
369;Hakim Sahabo;RWA;MF;Beerschot;Belgium Pro;19;2005;9;8;704;7.8;0;0;0;0;0;0;2;0;0.3;0.3;0.6;0.9;23;46;22;0.00;0.00;0.00;0.00;0.00;0.03;0.08;0.12;0.03;0.12;4;1;25.0;0.51;0.13;0.00;0.00;21.7;0;0;0;0.3;0.3;0.07;-0.3;-0.3;392;457;85.8;7055;1868;160;182;87.9;176;202;87.1;45;52;86.5;0;0.6;1.0;-0.6;10;52;12;3;46;23;2.94;18;3;1;1;0;0;2;0.26;1;0;0;1;0;0;14;8;3;9;2;7;12;58.3;5;6;3;3;8;22;9;0;526;19;102;301;132;4;526;13;4;30.8;8;61.5;398;2618;1146;23;20;3;14;5;372;22;2;0;0;5;11;0;16;8;8;0;1;0;44;1;1;50.0
370;Marwan Al Sahafi;KSA;FW;Beerschot;Belgium Pro;20;2004;19;15;1,331;14.8;5;1;6;5;0;0;1;0;3.9;3.9;2.0;5.9;39;13;90;0.34;0.07;0.41;0.34;0.41;0.28;0.15;0.43;0.28;0.43;27;12;44.4;1.83;0.81;0.19;0.42;15.8;0;0;0;3.9;3.9;0.14;+1.1;+1.1;150;214;70.1;2552;579;75;101;74.3;50;67;74.6;19;25;76.0;1;2.0;0.8;-1.0;18;10;5;3;13;38;2.75;27;0;7;1;1;2;3;0.22;1;0;2;0;0;0;4;3;1;0;3;2;5;40.0;3;1;0;1;7;11;12;0;380;12;41;149;205;55;380;60;16;26.7;43;71.7;278;2490;1110;39;25;22;41;14;269;90;1;0;0;2;6;6;12;7;3;0;0;0;44;9;25;26.5
375;Nikolas Sattlberger;AUT;MF;Genk;Belgium Pro;20;2004;21;13;1,12;12.4;1;1;2;1;0;0;2;0;1.2;1.2;0.7;1.9;4;47;13;0.08;0.08;0.16;0.08;0.16;0.09;0.06;0.15;0.09;0.15;9;4;44.4;0.72;0.32;0.11;0.25;11.9;0;0;0;1.2;1.2;0.14;-0.2;-0.2;521;595;87.6;8624;1871;234;255;91.8;232;266;87.2;34;44;77.3;1;0.7;1.2;+0.3;9;37;7;0;47;25;2.01;20;0;0;4;0;1;3;0.24;3;0;0;0;0;0;29;15;11;16;2;14;34;41.2;20;11;1;10;15;44;27;0;717;34;181;438;104;15;717;10;5;50.0;5;50.0;507;2350;725;4;16;0;15;10;462;13;2;0;0;20;6;0;1;15;15;0;0;0;62;15;22;40.5
383;Joaquin Seys;BEL;DF;Club Brugge;Belgium Pro;19;2005;25;22;1,737;19.3;2;0;2;2;0;0;0;0;0.9;0.9;2.1;3.0;55;98;99;0.10;0.00;0.10;0.10;0.10;0.05;0.11;0.15;0.05;0.15;8;2;25.0;0.41;0.10;0.25;1.00;16.9;0;0;0;0.9;0.9;0.11;+1.1;+1.1;1081;1289;83.9;18512;4508;457;530;86.2;522;587;88.9;75;115;65.2;0;2.1;1.4;-2.1;15;87;19;6;98;42;2.18;38;2;0;1;0;1;2;0.10;2;0;0;0;0;0;63;38;30;25;8;25;40;62.5;15;18;6;12;24;87;53;0;1479;54;344;807;336;24;1479;16;9;56.3;6;37.5;1021;6292;2992;55;49;9;15;11;975;99;0;0;0;10;10;0;31;24;38;0;0;0;76;19;24;44.2
387;Jan-Carlo Simic;SRB;DF;Anderlecht;Belgium Pro;19;2005;24;22;1,991;22.1;3;0;3;3;0;0;6;0;0.7;0.7;0.1;0.8;7;100;6;0.14;0.00;0.14;0.14;0.14;0.03;0.01;0.04;0.03;0.04;10;3;30.0;0.45;0.14;0.30;1.00;13.7;0;0;0;0.7;0.7;0.07;+2.3;+2.3;1016;1175;86.5;20015;5796;285;323;88.2;596;634;94.0;113;186;60.8;0;0.1;0.4;-0.1;3;91;2;0;100;9;0.41;9;0;0;0;0;0;1;0.05;1;0;0;0;0;0;17;9;9;8;0;6;9;66.7;3;25;21;4;25;42;86;1;1376;127;547;776;59;18;1376;13;8;61.5;3;23.1;997;6070;3212;7;14;0;10;4;954;6;6;0;0;25;20;0;2;25;9;0;0;0;61;41;27;60.3
394;Matte Smets;BEL;DF;Genk;Belgium Pro;20;2004;29;28;2,483;27.6;0;0;0;0;0;0;4;1;0.7;0.7;0.2;0.9;12;111;2;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;6;1;16.7;0.22;0.04;0.00;0.00;14.9;0;0;0;0.7;0.7;0.11;-0.7;-0.7;2107;2270;92.8;47323;14433;431;470;91.7;1276;1322;96.5;381;444;85.8;0;0.2;0.8;-0.2;6;109;5;2;111;31;1.12;27;1;0;2;0;1;4;0.14;4;0;0;0;0;0;44;26;29;14;1;23;34;67.6;11;41;25;16;50;94;122;2;2555;278;1205;1327;36;8;2555;9;5;55.6;4;44.4;1987;10576;5617;12;18;2;9;4;1875;2;4;1;0;13;15;2;5;50;26;0;0;0;124;40;38;51.3
395;Milan Smits;BEL;MF;Antwerp;Belgium Pro;19;2004;3;0;29;0.3;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;9;13;69.2;148;46;5;7;71.4;3;3;100.0;1;2;50.0;0;0.0;0.0;0.0;0;1;0;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;14;1;3;10;1;0;14;0;0;;0;;11;42;8;0;0;0;0;2;11;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;50.0
398;Momodou Sonko;SWE;FW,DF;Gent;Belgium Pro;19;2005;22;12;1,159;12.9;2;2;4;2;0;0;0;0;2.2;2.2;2.2;4.4;60;57;122;0.16;0.16;0.31;0.16;0.31;0.17;0.17;0.34;0.17;0.34;23;6;26.1;1.79;0.47;0.09;0.33;16.7;0;0;0;2.2;2.2;0.10;-0.2;-0.2;338;452;74.8;5721;1613;169;207;81.6;121;163;74.2;34;47;72.3;2;2.2;2.1;-0.2;18;28;23;2;57;45;3.49;31;0;7;3;1;3;5;0.39;2;0;1;1;0;1;24;15;10;11;3;6;24;25.0;18;13;0;13;11;35;5;1;612;4;89;246;297;68;612;62;34;54.8;26;41.9;460;3492;1816;60;27;34;28;19;417;122;0;0;0;7;10;1;22;11;15;0;0;0;74;5;9;35.7
400;Ibrahima Sory Bangoura;GUI;MF;Genk;Belgium Pro;20;2004;25;14;1,263;14.0;0;0;0;0;0;0;3;0;0.5;0.5;0.3;0.8;8;57;5;0.00;0.00;0.00;0.00;0.00;0.03;0.02;0.06;0.03;0.06;8;1;12.5;0.57;0.07;0.00;0.00;18.4;0;0;0;0.5;0.5;0.06;-0.5;-0.5;618;679;91.0;11164;1909;240;267;89.9;306;326;93.9;60;65;92.3;0;0.3;0.7;-0.3;9;57;4;0;57;26;1.85;23;0;0;2;0;1;2;0.14;2;0;0;0;0;0;60;38;22;30;8;23;34;67.6;11;21;5;16;27;87;13;0;854;29;177;534;161;13;854;23;15;65.2;8;34.8;552;2915;975;8;26;3;23;20;482;5;3;0;0;36;9;0;0;27;38;0;1;0;108;20;12;62.5
401;Massamba Sow;FRA;DF;Charleroi;Belgium Pro;20;2004;4;1;131;1.5;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;1;3;0;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.14;0.14;0.14;2;1;50.0;1.37;0.69;0.00;0.00;7.8;0;0;0;0.2;0.2;0.10;-0.2;-0.2;53;71;74.6;953;313;20;27;74.1;28;35;80.0;3;6;50.0;0;0.0;0.0;0.0;0;3;0;0;3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;3;2;2;1;0;2;4;50.0;2;3;3;0;2;5;5;0;88;20;51;33;4;3;88;0;0;;0;;51;306;134;1;0;0;0;0;46;0;1;0;0;2;0;0;0;2;2;0;0;0;7;8;3;72.7
402;Jorne Spileers;BEL;DF;Club Brugge;Belgium Pro;19;2005;9;5;503;5.6;1;0;1;1;0;0;0;0;0.0;0.0;0.1;0.1;4;33;0;0.18;0.00;0.18;0.18;0.18;0.01;0.02;0.02;0.01;0.02;1;1;100.0;0.18;0.18;1.00;1.00;30.3;0;0;0;0.0;0.0;0.04;+1.0;+1.0;410;441;93.0;8751;2972;100;108;92.6;243;248;98.0;62;77;80.5;0;0.1;0.2;-0.1;1;36;0;0;33;5;0.89;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;6;4;2;4;0;3;5;60.0;2;7;7;0;2;8;29;1;494;51;212;276;12;3;494;1;0;0.0;1;100.0;399;2345;1180;4;4;1;3;2;389;0;0;0;0;5;0;0;0;2;4;0;0;0;32;3;1;75.0
403;Alexandre Stanic;BEL;FW,MF;Charleroi;Belgium Pro;19;2004;1;0;13;0.1;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;1;1;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.81;0.81;0.81;1;0;0.0;6.92;0.00;0.00;;11.8;0;0;0;0.1;0.1;0.12;-0.1;-0.1;2;2;100.0;43;11;0;0;;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;3;0;0;2;1;1;3;0;0;;0;;2;5;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;50.0
404;Alexandre Stanic;BEL;FW;Antwerp;Belgium Pro;19;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;3;66.7;29;1;1;1;100.0;1;2;50.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;3;0;1;3;0;0;3;0;0;;0;;3;9;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
405;Lucas Stassin;BEL;FW;Westerlo;Belgium Pro;19;2004;5;5;404;4.5;2;3;5;2;0;0;1;0;2.1;2.1;2.8;4.9;6;9;27;0.45;0.67;1.11;0.45;1.11;0.48;0.62;1.10;0.48;1.10;15;6;40.0;3.34;1.34;0.13;0.33;13.4;0;0;0;2.1;2.1;0.14;-0.1;-0.1;76;107;71.0;1265;230;38;51;74.5;22;31;71.0;10;13;76.9;3;2.8;1.9;+0.2;15;3;6;2;9;21;4.68;16;0;2;2;1;0;5;1.11;3;0;1;1;0;0;4;3;1;0;3;1;3;33.3;2;0;0;0;1;5;2;0;156;2;8;66;85;23;156;7;5;71.4;2;28.6;110;536;199;6;7;2;16;2;113;27;1;0;0;6;7;0;2;1;3;0;0;0;10;7;13;35.0
408;Mario Stroeykens;BEL;MF;Anderlecht;Belgium Pro;19;2004;23;19;1,525;16.9;3;4;7;3;0;0;1;0;2.3;2.3;2.9;5.1;24;112;73;0.18;0.24;0.41;0.18;0.41;0.13;0.17;0.30;0.13;0.30;29;9;31.0;1.71;0.53;0.10;0.33;19.2;1;0;0;2.3;2.3;0.08;+0.7;+0.7;748;872;85.8;11653;2914;378;421;89.8;276;315;87.6;53;66;80.3;4;2.9;3.4;+1.1;26;70;30;1;112;68;4.02;55;1;4;3;3;2;13;0.77;11;0;0;0;2;0;43;22;17;15;11;14;30;46.7;16;11;2;9;10;53;4;1;1038;22;167;485;397;41;1038;38;19;50.0;14;36.8;790;4053;1497;24;35;7;22;48;782;73;1;0;0;16;28;1;16;10;22;1;0;0;88;9;13;40.9
418;Chemsdine Talbi;BEL;FW,MF;Club Brugge;Belgium Pro;19;2005;21;10;952;10.6;5;3;8;5;0;0;1;0;4.8;4.8;1.9;6.7;73;24;100;0.47;0.28;0.76;0.47;0.76;0.45;0.18;0.63;0.45;0.63;27;10;37.0;2.55;0.95;0.19;0.50;16.1;0;0;0;4.8;4.8;0.18;+0.2;+0.2;307;400;76.8;5187;1013;150;179;83.8;121;152;79.6;25;44;56.8;3;1.9;2.0;+1.1;22;18;17;13;24;43;4.07;34;0;6;2;0;1;7;0.66;5;0;2;0;0;0;15;11;8;5;2;6;11;54.5;5;2;0;2;7;22;8;0;510;8;65;184;271;66;510;37;21;56.8;15;40.5;412;3379;1692;73;30;34;24;7;383;100;1;0;0;2;5;1;53;7;11;0;0;0;42;3;4;42.9
432;Victor Udoh;NGA;FW,DF;Antwerp;Belgium Pro;19;2004;12;0;88;1.0;0;0;0;0;0;0;0;0;0.2;0.2;0.5;0.7;9;1;14;0.00;0.00;0.00;0.00;0.00;0.27;0.73;1.00;0.27;1.00;4;1;25.0;4.09;1.02;0.00;0.00;20.3;0;0;0;0.2;0.2;0.05;-0.2;-0.2;22;31;71.0;351;46;11;14;78.6;9;13;69.2;1;1;100.0;0;0.5;0.2;-0.5;3;0;1;0;1;7;9.55;3;0;2;0;2;0;1;1.36;0;0;0;0;1;0;1;1;0;1;0;1;1;100.0;0;1;0;1;0;1;0;0;53;1;6;20;28;8;53;8;2;25.0;5;62.5;41;340;181;9;5;5;4;2;37;14;0;0;0;4;4;2;5;0;1;0;0;0;7;0;0;
444;Zalán Vancsa;HUN;MF;Gent;Belgium Pro;19;2004;2;1;85;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;4;0;7;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;19;26;73.1;341;30;7;10;70.0;11;14;78.6;1;1;100.0;0;0.0;0.0;0.0;1;1;0;0;0;1;1.06;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;1;0;1;0;0;1;0;36;0;3;15;18;2;36;2;1;50.0;1;50.0;26;118;47;4;1;1;5;1;28;7;0;0;0;1;2;0;1;0;0;0;0;0;2;1;0;100.0
447;Gerard Vandeplas;BEL;MF,FW;Antwerp;Belgium Pro;18;2006;5;0;33;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;7;12;58.3;119;2;2;4;50.0;5;8;62.5;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;1;2.73;0;0;0;0;1;0;0;0.00;0;0;0;0;0;0;1;0;0;1;0;0;0;;0;1;0;1;0;1;1;0;20;1;1;7;14;1;20;2;0;0.0;1;50.0;16;85;32;2;1;1;1;2;15;3;0;0;0;0;2;0;0;0;0;1;0;0;4;1;1;50.0
454;Óscar Vargas;BEL;DF;Beerschot;Belgium Pro;18;2006;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;8;62.5;98;2;1;3;33.3;4;5;80.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;10;0;5;2;3;0;10;1;0;0.0;1;100.0;6;24;9;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
458;Romeo Vermant;BEL;FW;Club Brugge;Belgium Pro;20;2004;19;7;659;7.3;3;2;5;3;0;0;2;0;4.3;4.3;1.4;5.7;10;28;50;0.41;0.27;0.68;0.41;0.68;0.59;0.19;0.78;0.59;0.78;21;12;57.1;2.87;1.64;0.14;0.25;13.2;0;0;0;4.3;4.3;0.21;-1.3;-1.3;130;170;76.5;2226;536;62;81;76.5;51;58;87.9;13;17;76.5;2;1.4;0.7;+0.6;13;15;9;0;28;25;3.41;20;0;1;1;3;0;4;0.55;3;0;0;0;1;0;12;9;2;7;3;5;9;55.6;4;3;0;3;1;13;3;0;244;2;12;101;133;31;244;10;4;40.0;5;50.0;186;940;331;10;7;4;13;14;194;50;2;0;0;8;17;5;3;1;9;1;0;0;16;14;22;38.9
462;Andreas Verstraeten;BEL;MF;Antwerp;Belgium Pro;18;2006;10;4;457;5.1;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.2;0;18;5;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;2;0;0.0;0.39;0.00;0.00;;21.2;0;0;0;0.1;0.1;0.05;-0.1;-0.1;186;225;82.7;3605;894;62;76;81.6;103;119;86.6;16;21;76.2;0;0.1;0.1;-0.1;2;15;0;0;18;6;1.18;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;12;8;4;4;4;8;20;40.0;12;4;0;4;5;17;9;0;268;9;62;165;42;3;268;1;0;0.0;1;100.0;171;833;301;0;5;0;3;4;160;5;1;0;0;9;0;0;0;5;8;0;0;0;18;3;7;30.0
467;Luka Vušković;CRO;DF;Westerlo;Belgium Pro;17;2007;28;28;2,474;27.5;7;1;8;7;0;0;6;1;2.7;2.7;0.3;3.1;37;154;11;0.25;0.04;0.29;0.25;0.29;0.10;0.01;0.11;0.10;0.11;37;15;40.5;1.35;0.55;0.19;0.47;15.0;0;0;0;2.7;2.7;0.07;+4.3;+4.3;1145;1358;84.3;24889;7789;280;335;83.6;642;707;90.8;199;267;74.5;1;0.3;1.0;+0.7;10;134;10;1;154;29;1.05;24;0;1;3;1;0;4;0.15;2;0;1;1;0;0;23;16;18;5;0;11;23;47.8;12;40;31;9;26;49;181;0;1714;262;747;864;121;51;1714;23;15;65.2;5;21.7;1041;7815;4255;37;29;1;15;8;952;11;6;1;0;20;18;0;6;26;16;0;1;0;158;110;42;72.4
475;Elton Yeboah;BEL;MF,DF;Mechelen;Belgium Pro;19;2005;2;0;12;0.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;5;100.0;88;16;2;2;100.0;2;2;100.0;1;1;100.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;8;0;2;6;0;0;8;0;0;;0;;3;29;12;0;0;0;0;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.0
477;Rhys Youlley;AUS;FW,MF;Westerlo;Belgium Pro;19;2005;4;0;47;0.5;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;2;2;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.22;0.22;0.22;2;0;0.0;3.83;0.00;0.00;;18.2;0;0;0;0.1;0.1;0.06;-0.1;-0.1;16;22;72.7;257;69;8;10;80.0;8;11;72.7;0;1;0.0;0;0.0;0.0;0.0;0;2;0;0;2;1;1.91;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;5;3;2;1;2;2;3;66.7;1;1;0;1;0;5;2;0;39;0;8;20;11;2;39;0;0;;0;;22;127;46;0;0;0;3;0;23;2;0;0;0;0;0;0;0;0;3;0;0;0;4;2;3;40.0
478;Kadan Young;ENG;FW;Antwerp;Belgium Pro;18;2006;3;1;64;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;4;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;1;1;100.0;1.41;1.41;0.00;0.00;25.4;0;0;0;0.0;0.0;0.05;0.0;0.0;10;12;83.3;187;63;3;4;75.0;6;6;100.0;1;1;100.0;0;0.0;0.0;0.0;0;1;0;0;2;2;2.81;0;0;1;0;1;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;1;1;100.0;0;2;0;2;1;3;2;0;32;2;9;16;8;1;32;4;1;25.0;2;50.0;19;197;45;1;3;0;4;1;17;4;0;0;0;1;1;0;1;1;1;0;0;0;3;0;1;0.0
482;Lequincio Zeefuik;NED;FW;OH Leuven;Belgium Pro;19;2004;9;6;467;5.2;0;0;0;0;0;0;2;0;0.9;0.9;0.2;1.2;7;6;25;0.00;0.00;0.00;0.00;0.00;0.18;0.05;0.22;0.18;0.22;7;2;28.6;1.35;0.39;0.00;0.00;18.2;0;0;0;0.9;0.9;0.13;-0.9;-0.9;45;75;60.0;694;188;29;43;67.4;12;26;46.2;3;4;75.0;0;0.2;0.2;-0.2;3;5;3;0;6;10;1.93;6;0;0;1;2;1;1;0.19;0;0;0;1;0;0;5;4;0;2;3;2;6;33.3;4;4;1;3;0;5;8;0;147;9;11;80;56;15;147;13;3;23.1;10;76.9;83;601;198;7;6;4;21;15;112;25;2;0;0;16;12;2;1;0;4;0;0;0;3;26;13;66.7
486;Viktor Đukanović;MNE;DF,MF;Standard Liège;Belgium Pro;20;2004;4;0;47;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;7;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.09;0.00;0.09;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;20;26;76.9;343;103;7;8;87.5;9;12;75.0;2;3;66.7;0;0.0;0.0;0.0;1;1;1;0;2;1;1.87;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;29;1;5;9;15;1;29;2;0;0.0;2;100.0;25;189;48;1;3;1;1;3;24;7;0;0;0;0;2;0;3;0;0;0;0;0;2;1;0;100.0
4;Jayden Addai;NED;FW,DF;AZ Alkmaar;Eredivisie;18;2005;17;3;324;3.6;1;0;1;1;0;0;1;0;1.0;1.0;0.4;1.4;18;15;44;0.28;0.00;0.28;0.28;0.28;0.28;0.11;0.40;0.28;0.40;13;5;38.5;3.61;1.39;0.08;0.20;16.0;0;0;0;1.0;1.0;0.08;0.0;0.0;89;121;73.6;1226;343;54;69;78.3;30;37;81.1;3;7;42.9;0;0.4;0.8;-0.4;5;4;10;1;15;23;6.39;9;0;7;2;5;0;1;0.28;0;0;0;0;1;0;5;2;2;3;0;1;9;11.1;8;7;0;7;1;6;5;0;197;5;25;76;101;24;197;40;20;50.0;18;45.0;138;1103;574;18;12;13;14;9;145;44;1;0;0;2;13;1;4;1;2;1;0;0;19;1;6;14.3
